,group_name,city,country,ratings,created_date,members,last_event,next_event,category,primary_topic,membership_fees,last_event_rsvp,next_event_rsvp
2548,Documentary Filmmakers’ Workshop,San Francisco,US,4.59,1359051130000,124,,,movies/film,,0,,
2549,Firebase,San Francisco,US,4.97,1359078112000,300,,,tech,,0,,
2550,Marin - Healthy Body and Mind,San Rafael,US,5,1359087793000,128,,,health/wellbeing,,0,,
2551,SF Smart Glasses Apps and Developers,San Francisco,US,4.58,1359145364000,406,,,tech,,0,,
2552,"Cafe Shalom - come, enjoy Israeli dancing and smoozing.",San Francisco,US,5,1359148785000,148,,,dancing,,0,,
2553,San Francisco Bay Area MicroStrategy User Group,San Francisco,US,4.62,1359157085000,463,,,tech,,0,,
2554,Founders @UpWest Labs,Palo Alto,US,4.86,1359161534000,54,,,career/business,,0,,
2555,Autism Bay Area Parents and Professionals,Fremont,US,4.91,1359219916000,428,,,support,,0,,
2556,Bay Area Social Media Mastermind,Walnut Creek,US,4.64,1359221703000,239,,,tech,,0,,
2557,Bay Area Analytics,San Mateo,US,4.54,1359231944000,1537,,,tech,,0,,
2558,Source School of Tantra Yoga ~ San Francisco,San Francisco,US,4.8,1359235500000,164,,,new age/spirituality,,0,,
2559,Beautiful Women Looking to Meet Professional Men,San Francisco,US,4.43,1359236707000,153,,,singles,,0,,
2560,Our Perfect World - Events for children of all abilities,Martinez,US,4.81,1359236864000,40,,,community/environment,,0,,
2561,Sharchen Dzong Film Society,San Francisco,US,0,1359274480000,52,,,movies/film,,0,,
2562,PranaFITTE SF - LGBTQ Wholistic Bootcamp,San Francisco,US,0,1359294232000,19,,,fitness,,0,,
2563,East Bay Hiking & Yoga Club,Berkeley,US,4.94,1359318193000,747,,,health/wellbeing,,0,,
2564,Lean Startup Circle: Corporate Innovation Meetup,San Francisco,US,4.74,1359322059000,410,,,career/business,,0,,
2565,Conscious Singles & Dating Events In The Bay Area 30s-60s!,Oakland,US,4.83,1359330710000,541,,,games,,0,,
2566,✾Girlfriends 20s✾30s NEW to San Francisco✾,San Francisco,US,4.93,1359345459000,983,,,socializing,,0,,
2567,"Divorce Recovery Workshop in Mill Valley, CA",Mill Valley,US,4.88,1359395571000,111,,,support,,0,,
2568,Alameda Artists,Alameda,US,4.96,1359494931000,784,,,fine arts/culture,,0,,
2569,Bay Area Mobility / Mobile Innovation,San Francisco,US,4.83,1359497487000,100,,,community/environment,,0,,
2570,Google Glass Innovation Forum,San Francisco,US,4.43,1359499562000,539,,,tech,,0,,
2571,Sexy ladies with guns.,San Francisco,US,0,1359536941000,34,,,LGBT,,0,,
2572,MyQiFlow - Qigong Exercise & Meditation,Palo Alto,US,4.99,1359577560000,205,,,health/wellbeing,,0,,
2573,Magic Sunrisers Toastmasters Morning Club,San Francisco,US,4.89,1359585202000,92,,,education/learning,,0,,
2574,Learning iOS Development,San Francisco,US,4.82,1359599227000,1438,,,tech,,0,,
2575,Clay Busters - Trap Skeet and Sporting Clay shooters,San Rafael,US,4.7,1359650499000,192,,,sports/recreation,,0,,
2576,Marin Brunch Club,San Rafael,US,4.83,1359659474000,154,,,food/drink,,0,,
2577,East Bay Documentary Filmmaking Support Group,Oakland,US,4.95,1359699530000,52,,,movies/film,,0,,
2578,New In The City,San Francisco,US,4.63,1359736531000,2110,,,socializing,,0,,
2579,Bay Area Republicans,San Francisco,US,4.79,1359752202000,216,,,movements/politics,,0,,
2580,Linguistics and Programming,Palo Alto,US,5,1359853744000,122,,,language/ethnic identity,,0,,
2581,Bay Area Video Game Writers,San Francisco,US,4.47,1359928319000,146,,,games,,0,,
2582,URBAN SPACEship :: SF,San Francisco,US,4.5,1359944788000,109,,,community/environment,,0,,
2583,Actors in SF Bay Area,San Francisco,US,4,1360041170000,188,,,fine arts/culture,,0,,
2584,East Bay Chronic Illness Support Group,Berkeley,US,4.72,1360041404000,312,,,support,,0,,
2585,App School: Learn How To Make Apps,San Francisco,US,4.52,1360042292000,1257,,,career/business,,0,,
2586,"Resume Workshops San Francisco, Oakland, East Bay",Oakland,US,4.9,1360049927000,595,,,career/business,,0,,
2587,Oakland Ping Pong Party,Oakland,US,4.74,1360095175000,364,,,sports/recreation,,0,,
2588,3D Animation and Visual Effects,San Francisco,US,4.81,1360113070000,643,,,movies/film,,0,,
2589,National Association of Women Business Owners - SF Bay Area,San Francisco,US,5,1360115043000,315,,,career/business,,0,,
2590,Oakland Collaborative Songwriting,Oakland,US,5,1360130574000,98,,,music,,0,,
2591,Big Data Innovation San Francisco,San Francisco,US,1.96,1360164838000,762,,,tech,,0,,
2592,NeuroGaming,San Francisco,US,4.31,1360173291000,426,,,tech,,0,,
2593,East Bay Reiki,Lafayette,US,5,1360178046000,123,,,new age/spirituality,,0,,
2594,HTML5 Lessons Learned,San Francisco,US,4.97,1360179548000,368,,,tech,,0,,
2595,ContextLogic,San Francisco,US,0,1360180761000,9,,,tech,,0,,
2596,Bay Area Brain Hackers,San Francisco,US,4.78,1360187502000,620,,,tech,,0,,
2597,Lighten Up Meditation San Francisco,San Francisco,US,4.79,1360189196000,120,,,health/wellbeing,,0,,
2598,Run For Wine Pleasant Hill,Pleasant Hill,US,4.81,1360279399000,276,,,fitness,,0,,
2599,Escape from /dev/null CA,San Francisco,US,0,1360319560000,56,,,tech,,0,,
2600,SF Software Development/Design Consultants,San Francisco,US,4.62,1360366385000,357,,,tech,,0,,
2601,Bay Area Independent Publishers Association,San Rafael,US,0,1360369100000,64,,,writing,,0,,
2602,CCK Kayak,Oakland,US,4.92,1360452049000,629,,,outdoors/adventure,,0,,
2603,SF Writers in Their 20s & 30s,San Francisco,US,4.79,1360473839000,448,,,writing,,0,,
2604,Big Data Silicon Valley,San Francisco,US,4.55,1360518776000,3447,,,tech,,0,,
2605,San Francisco Nanny Circle,San Francisco,US,4.98,1360519648000,45,,,parents/family,,0,,
2606,Rapid Startup,Palo Alto,US,5,1360525799000,94,,,career/business,,0,,
2607,The San Franciso Lacan Meetup,San Francisco,US,0,1360613435000,18,,,education/learning,,0,,
2608,Do It Yourself MBA Program,San Francisco,US,4.75,1360637225000,61,,,career/business,,0,,
2609,Doggy Days,San Francisco,US,4.86,1360648689000,187,,,pets/animals,,0,,
2610,Real-time Big Data,Menlo Park,US,4.59,1360689427000,788,,,tech,,0,,
2611,Bay Area Real Estate and Note Investors,San Leandro,US,4.88,1360696851000,288,,,career/business,,0,,
2612,SAP Mobile User Group,Menlo Park,US,0,1360713544000,42,,,tech,,0,,
2613,Yoga Astrology SF/Bay Area - Where Fate Makes Sense,San Francisco,US,0,1360787202000,36,,,new age/spirituality,,0,,
2614,Philanthro SF,San Francisco,US,5,1360805507000,225,,,community/environment,,0,,
2615,Spitfire Athlete - San Francisco Women Who Lift Weights,San Francisco,US,4.9,1360817378000,281,,,career/business,,0,,
2616,OpenOakland: The Code for America Brigade in Oakland,Oakland,US,4.81,1360879128000,732,,,tech,,0,,
2617,Twilio San Francisco Meetup Group,San Francisco,US,4.91,1360888668000,321,,,tech,,0,,
2618,Redwood City Creative Meet-up (Filmmakers/Actors/Artists),Redwood City,US,4.93,1360943734000,309,,,fine arts/culture,,0,,
2619,Silicon Valley Boat Club Entrepreneurs,Palo Alto,US,4.67,1361156460000,41,,,career/business,,0,,
2620,Funding Your Business Worldwide,Palo Alto,US,4.75,1361215651000,178,,,career/business,,0,,
2621,Lesbian-Friendly Hikers Over 50,San Francisco,US,4.78,1361225304000,545,,,LGBT,,0,,
2622,"ROSICRUCIANS AMORC, SAN FRANCISCO, CA",San Francisco,US,4.69,1361236947000,72,,,new age/spirituality,,0,,
2623,San Francisco Giant Fans,San Francisco,US,4.82,1361245241000,370,,,sports/recreation,,0,,
2624,Conscious Business Networking with Seva,San Francisco,US,4.71,1361318509000,108,,,career/business,,0,,
2625,Photo App Meetup SF,San Francisco,US,4.72,1361389356000,227,,,tech,,0,,
2626,API Discovery,San Francisco,US,4.89,1361405911000,532,,,tech,,0,,
2627,NORCAL SCUBA CLUB,Alameda,US,5,1361437157000,261,,,outdoors/adventure,,0,,
2628,Health 3.0,Stanford,US,0,1361476359000,395,,,tech,,0,,
2629,Aqua Tutus Dive Club,Castro Valley,US,4.49,1361486834000,67,,,outdoors/adventure,,0,,
2630,SoulCollage® Soirée in the Castro,San Francisco,US,5,1361548721000,53,,,new age/spirituality,,0,,
2631,Dharma Drum Mountain Chan/Zen Meditation Center in Fremont,Fremont,US,5,1361564215000,161,,,new age/spirituality,,0,,
2632,Spotify SF Dev Group,San Francisco,US,4.62,1361584057000,221,,,tech,,0,,
2633,San Francisco Young Democrats,San Francisco,US,5,1361586595000,205,,,movements/politics,,0,,
2634,San Francisco Site Reliability Meetup,San Francisco,US,4.5,1361659414000,90,,,tech,,0,,
2635,SF Punjabis and Sikhs,San Francisco,US,5,1361771780000,470,,,outdoors/adventure,,0,,
2636,Hack Reactor: Learn to Code,San Francisco,US,4.68,1361777614000,4005,,,tech,,0,,
2637,Fat and Active - East Bay,Alameda,US,4.89,1361825758000,141,,,fitness,,0,,
2638,South Bay JavaScript Everywhere,Palo Alto,US,4.45,1361833798000,429,,,tech,,0,,
2639,Marketing Strategy Roundtable - NorCal BMA,Palo Alto,US,4.67,1361854689000,176,,,career/business,,0,,
2640,The Job Forum of the San Francisco Chamber of Commerce,San Francisco,US,4.67,1361901683000,251,,,career/business,,0,,
2641,The Coherence Connection,Redwood City,US,0,1361902048000,9,,,career/business,,0,,
2642,Mental Health 2.0,San Francisco,US,4.84,1361916831000,369,,,tech,,0,,
2643,Entrepreneurs Having Coffee,Sausalito,US,4.78,1361982513000,124,,,tech,,0,,
2644,Code for San Francisco - Civic Hack Night,San Francisco,US,4.75,1361989432000,2255,,,tech,,0,,
2645,Fun & Sexy Girls In San Francisco,San Francisco,US,5,1361998273000,95,,,socializing,,0,,
2646,Palo Alto Real Estate Investor Network,Palo Alto,US,3.5,1362006748000,215,,,career/business,,0,,
2647,Social Entrepreneur Network (S.E.N.) in San Francisco,San Francisco,US,4.61,1362011864000,214,,,community/environment,,0,,
2648,San Francisco Mountain Bikers,San Francisco,US,4.92,1362014975000,82,,,outdoors/adventure,,0,,
2649,Bay Area Swap-O-Rama-Rama,Oakland,US,4.87,1362032023000,483,,,fashion/beauty,,0,,
2650,Fashion+TechSV {Fashion+Tech Silicon Valley},Palo Alto,US,5,1362059545000,194,,,tech,,0,,
2651,Reiki as Energy Medicine,San Rafael,US,0,1362078650000,39,,,new age/spirituality,,0,,
2652,Guatemala Mexican/Indigenous Events/Pow Wows,San Francisco,US,4.5,1362164116000,147,,,language/ethnic identity,,0,,
2653,English Corner SF City Hope,San Francisco,US,4.87,1362165906000,436,,,language/ethnic identity,,0,,
2654,Microsoft San Francisco Centre,San Francisco,US,4.25,1362179254000,183,,,tech,,0,,
2655,¡Grupo HELA! (Hablar Español con Los Amigos),San Francisco,US,4.77,1362273829000,542,,,language/ethnic identity,,0,,
2656,INTERNATIONAL CENTERS OF DIVINE AWAKENING (I-CODA San Fran),San Francisco,US,5,1362277309000,38,,,new age/spirituality,,0,,
2657,Carter's Biz Cafes,Benicia,US,4.92,1362343418000,181,,,career/business,,0,,
2658,Bay Area Entomophagy - edible insects & more!,San Francisco,US,5,1362351305000,69,,,food/drink,,0,,
2659,Cowgirl Up!  A Queer Women's Country Western Dance Community,San Francisco,US,4.7,1362363467000,149,,,LGBT,,0,,
2660,"Kickit365 - Adult Rec Soccer League, Pick-up & Social Events",San Francisco,US,4.9,1362383377000,436,,,sports/recreation,,0,,
2661,Druid,San Francisco,US,4.97,1362460862000,455,,,tech,,0,,
2662,Singles Dating Events In San Francisco 30s-60s Meetup Group!,San Francisco,US,4.59,1362566440000,2359,,,socializing,,0,,
2663,Exploit Club,San Mateo,US,4,1362588955000,85,,,tech,,0,,
2664,MarinMakerspace,San Rafael,US,4.68,1362611009000,185,,,tech,,0,,
2665,Dodger Fans in the Bay Area,San Francisco,US,4.45,1362621500000,265,,,socializing,,0,,
2666,Horror Film Club,Berkeley,US,0,1362627659000,55,,,movies/film,,0,,
2667,JavaScript Reading Group,San Francisco,US,4.9,1362642547000,389,,,tech,,0,,
2668,Silicon Valley Hardware Startup Meetup,Stanford,US,4.64,1362705778000,982,,,career/business,,0,,
2669,Buddhism in a Modern World,San Francisco,US,5,1362708399000,270,,,health/wellbeing,,0,,
2670,Wearable Technology,San Francisco,US,4.75,1362749236000,808,,,tech,,0,,
2671,Strategic Planning Innovation Meetup,San Francisco,US,0,1362757082000,3,,,career/business,,0,,
2672,Lunchtime Magic in Downtown SF,San Francisco,US,4.77,1362770137000,64,,,games,,0,,
2673,"3rd Wish.com Tech Talk, co-hosted with John Wu",San Francisco,US,0,1362780788000,7,,,career/business,,0,,
2674,Ripple,San Francisco,US,4.88,1362855580000,296,,,career/business,,0,,
2675,MindHeart Space Meditation Group,Martinez,US,4.77,1362892701000,80,,,health/wellbeing,,0,,
2676,Bay Area Organization Development Network,San Francisco,US,4.48,1362969144000,614,,,career/business,,0,,
2677,"Healing with Sound, Music and Vibration - SF East Bay",El Cerrito,US,5,1362975242000,117,,,new age/spirituality,,0,,
2678,Hiking - N.Berkeley Hills & Mt.Tam,El Cerrito,US,4.93,1362980192000,154,,,outdoors/adventure,,0,,
2679,ProductTank SF,San Francisco,US,4.71,1363014648000,1441,,,tech,,0,,
2680,San Francisco Guided Meditation Group,San Francisco,US,4.98,1363038099000,320,,,health/wellbeing,,0,,
2681,Khronos Group Developers Meetup,San Francisco,US,4.67,1363180941000,86,,,tech,,0,,
2682,Tech Interview Prep Club,San Francisco,US,4.89,1363322016000,367,,,career/business,,0,,
2683,Hack and Hustle SF,San Francisco,US,5,1363422181000,109,,,tech,,0,,
2684,San Francisco UNCUBED,San Francisco,US,4.5,1363455335000,70,,,career/business,,0,,
2685,Music!....Live!....North Bay!,San Rafael,US,4.73,1363455447000,474,,,music,,0,,
2686,Marina Young Women's Cooking Club,San Francisco,US,4.81,1363468472000,462,,,food/drink,,0,,
2687,Cleanweb San Francisco,San Francisco,US,4.61,1363469157000,534,,,tech,,0,,
2688,Hiking & Contact Yoga,Oakland,US,4.96,1363635818000,1561,,,outdoors/adventure,,0,,
2689,East Bay Property Pros,Oakland,US,0,1363708186000,35,,,career/business,,0,,
2690,CODAME ART+TECH,San Francisco,US,4.67,1363726455000,1677,,,fine arts/culture,,0,,
2691,Bay Area IMSA Alumni,Palo Alto,US,5,1363732029000,21,,,food/drink,,0,,
2692,"East Bay Women's Network ""EBWN""",Alameda,US,5,1363800051000,472,,,career/business,,0,,
2693,TechConnectr's Big Data San Francisco,San Francisco,US,4.93,1363800789000,621,,,tech,,0,,
2694,Social Media & Web Analytics San Francisco,San Francisco,US,3.5,1363801682000,369,,,tech,,0,,
2695,SF Open Annotation Meetup,San Francisco,US,4.8,1363803068000,163,,,tech,,0,,
2696,Shutterfly Meetup Group,Redwood City,US,4.39,1363804768000,179,,,tech,,0,,
2697,Wine & Regs,San Francisco,US,0,1363839952000,1,,,education/learning,,0,,
2698,Product Management Fast Track,San Francisco,US,4.74,1363889251000,3009,,,tech,,0,,
2699,"Happy Hour Book Swap at Piazza D'Angelo, Mill Valley",Mill Valley,US,4.88,1363909253000,187,,,book clubs,,0,,
2700,Conscious SF,San Francisco,US,4.59,1363923634000,368,,,community/environment,,0,,
2701,San Francisco Geeklist Hack4Good,San Francisco,US,4.84,1363931220000,405,,,tech,,0,,
2702,"Piston & Chain, Community Motorcycle Workshop",San Francisco,US,5,1363981016000,313,,,cars/motorcycles,,0,,
2703,San Francisco DINKs: Fun Childfree Couples in 30s and 40s,San Francisco,US,4.94,1363985553000,336,,,outdoors/adventure,,0,,
2704,Turned On Mamas,Berkeley,US,0,1363986526000,39,,,parents/family,,0,,
2705,"Cultivating Detox, Celebrating Life",San Leandro,US,4.86,1364006342000,35,,,health/wellbeing,,0,,
2706,San Rafael Meditation,San Rafael,US,0,1364080457000,56,,,health/wellbeing,,0,,
2707,Your SEW Desire,Daly City,US,4.97,1364085391000,94,,,hobbies/crafts,,0,,
2708,Upcycle Fashionista! (Island Style),Alameda,US,4.96,1364146025000,187,,,fashion/beauty,,0,,
2709,Adventure Design Group / Bay Area,San Francisco,US,4.82,1364155594000,1000,,,fine arts/culture,,0,,
2710,☀We Just Love Watersports Fun!!!☀,San Mateo,US,5,1364229460000,294,,,sports/recreation,,0,,
2711,Marin 20s & 30s,San Rafael,US,4.55,1364268901000,549,,,socializing,,0,,
2712,East Bay lesbian friendly activity group over 40,Oakland,US,4.7,1364269473000,1099,,,LGBT,,0,,
2713,SF Data Engineering,San Francisco,US,4.2,1364322232000,541,,,tech,,0,,
2714,Lever Open Source,San Francisco,US,4.75,1364354213000,71,,,tech,,0,,
2715,Bay Area Singles 40+ Meet Up,San Anselmo,US,4.79,1364367266000,464,,,singles,,0,,
2716,SF Design Strategy / Design Research,San Francisco,US,4.51,1364405634000,913,,,tech,,0,,
2717,PWN - The Professional Women's Network of San Francisco,San Francisco,US,4.89,1364421947000,293,,,career/business,,0,,
2718,SF Drones Startup Meetup,San Francisco,US,4.7,1364509901000,1807,,,tech,,0,,
2719,Separation/Divorce Support for Women,San Francisco,US,4.91,1364577386000,125,,,support,,0,,
2720,App Demo & Drinks San Francisco,San Francisco,US,5,1364577820000,191,,,tech,,0,,
2721,WWE Drop Kicks and Pile Drivers in the Bay Area,San Francisco,US,0,1364622091000,56,,,socializing,,0,,
2722,Generation UU - SF Bay Area,Berkeley,US,4.98,1364659796000,90,,,socializing,,0,,
2723,San Francisco Area Recovering/ed Religious Nuts,San Francisco,US,5,1364769886000,41,,,religion/beliefs,,0,,
2724,Urban Tech SF,San Francisco,US,4.82,1364789297000,341,,,community/environment,,0,,
2725,French & US Innovators & Entrepreneurs in Silicon Valley,San Francisco,US,4.67,1364838949000,739,,,career/business,,0,,
2726,SheClimbs Bay Area,Oakland,US,4.82,1364911361000,634,,,outdoors/adventure,,0,,
2727,lululemon athletica Cow Hollow Run Club,San Francisco,US,5,1364939852000,264,,,fitness,,0,,
2728,Analytics Hackathon,Oakland,US,5,1365017204000,398,,,tech,,0,,
2729,East Bay Lotus Spiritual and Meditation seekers,Fremont,US,0,1365021082000,5,,,new age/spirituality,,0,,
2730,"The New in Town (or NOT!!) Meetup Group- 20's, 30's Ladies",Concord,US,4.86,1365036961000,981,,,socializing,,0,,
2731,Better Referral Network,Berkeley,US,4.95,1365097650000,140,,,career/business,,0,,
2732,Bay Area Sports League Pickup Games,Berkeley,US,0,1365097659000,111,,,sports/recreation,,0,,
2733,Lightning Talks,San Francisco,US,4.77,1365100416000,256,,,tech,,0,,
2734,San Francisco Big Data Science,San Francisco,US,4.57,1365109341000,2142,,,tech,,0,,
2735,San Francisco MariaDB group,San Francisco,US,5,1365113704000,49,,,tech,,0,,
2736,Wisdom Women,San Francisco,US,4.94,1365114673000,279,,,career/business,,0,,
2737,Data Science for Sustainability,Redwood City,US,4.77,1365203114000,2061,,,tech,,0,,
2738,Crowdfunding Silicon Valley,Palo Alto,US,4.75,1365287301000,303,,,career/business,,0,,
2739,SF guerrilla gardening,San Francisco,US,0,1365460167000,103,,,community/environment,,0,,
2740,Improv Classes & Workshops,San Francisco,US,4.56,1365467333000,213,,,fine arts/culture,,0,,
2741,Dissertation Workshop: Untangling Publication Requirements,Oakland,US,0,1365477160000,36,,,education/learning,,0,,
2742,Ladies group       Knit and Crochet for  a Cause,Walnut Creek,US,4.74,1365500711000,30,,,hobbies/crafts,,0,,
2743,Games for Good,San Leandro,US,0,1365534920000,91,,,games,,0,,
2744,Coyote Hills Run Club,Fremont,US,4.94,1365539489000,455,,,fitness,,0,,
2745,Walnut Creek Area Francophones,Walnut Creek,US,4.71,1365639322000,308,,,language/ethnic identity,,0,,
2746,Bay Area Fashion Shows,San Francisco,US,3.82,1365652680000,947,,,fashion/beauty,,0,,
2747,Sean Arbabi photographic workshops,Danville,US,4.85,1365655362000,85,,,photography,,0,,
2748,Real Estate Investing- Free Education & Mentoring (SF),San Francisco,US,4.93,1365717981000,561,,,career/business,,0,,
2749,The Personal & Professional Development Book Club,San Francisco,US,4.76,1365724281000,258,,,career/business,,0,,
